url,app,org,desc_summary,desc
https://play.google.com/store/apps/details?id=com.medisafe.android.client,약물 알림,Medisafe®,  Medisafe ?のリマインダ?ファミリ?·エディション    ,"* 구글 플레이 에디터 선정 ** 구글 * 상위 개발자 플레이최고 등급의 약 복용 시간 알리미. 약 복용 시간을 추적해야 하는 분들에게 필요한 앱입니다 !Medisafe는 시각적으로 보기 좋고 사용하기 쉬운, 약 복용 시간 알림 및 약 관리 앱입니다. 이 앱은 제 시간에 안전하게 약을 복용할 수 있도록 도와 드립니다. 이 앱을 이용해 가족들의 약 복용도 도와줄 수 있습니다.---> Medisafe를 다운로드하여 즉시 약 관리를 시작하세요 !약을 한 가지 복용하든 여러 가지 복용하든, 시간 맞춰 약을 복용할 수 있도록 기억하기가 얼마나 어려운지 아실 겁니다. 부모나 어린이 또는 환자를 돌보는 분이라면, 자신이 사랑하는 사람이 제 시간에 약을 복용했는지 확실히 알 수 없을 때 얼마나 스트레스를 받게 되는지 아실 겁니다.Medisafe가 이에 대한 솔루션을 드립니다. 무료인데다 간단합니다!Medisafe가 약 복용 시간을 상기시켜 드릴 것입니다. 수동으로 앱을 업데이트할 수도 있습니다. 체크인 하지 않으면 당신의 Med-Friend (가족이나 돌보는 사람)에게 통지가 가므로, 그들이 필요한 경우에만 당신에게 상기시켜 드릴 수 있습니다. ---> Medisafe를 다운로드하여 다시는 약 복용을 잊지 않도록 하세요!무료 기능들:? 시각적이고 아주 다루기 쉽습니다? 디바이스가 대기 모드일때도 제 시간을 알려줍니다? Medisafe를 하루 일과에 쾌적하게 추가할 수 있도록 알리미의 사운드를 선택하세요? HD 디스플레이에서 돋보이는 고급 그래픽? ""오늘 복용해야 할"" 약들의 목록을 보고 그것들을 표시해 두세요? Rx 리필은 약통을 다시 채워 넣어야 할 시기를 알려 드립니다? PRN (주문) 약품 목록을 작성하세요? 경과 보고서를 확인하고 그것을 Excel 파일로 의사에게 보내 주세요등록 후 사용할 수 있는 추가 무료 기능들:? Medisafe 클라우드 서버 (HIPAA 준수 서버)에 자동 백업 및 복원.---> Medisafe를 다운로드 하여, 이제 가족의 약 복용에 대해 더 이상 걱정하지 마세요 !Medisafe 는 당뇨병, 심장 질환 및 암 치료 등 여러가지 복잡한 건강 상태를 위한 약물 관리에 잘 적용할 수 있는 앱이지만, 여성들이 피임약 복용 시기를 상기하는데도 아주 편리하게 이용할 수 있습니다. 최고의 약 복용시간 알리미 - Medisafe로 스트레스를 줄이고 건강을 증진하세요 !저희가 왜 이러한 허가들을 받아야 하냐구요?Medisafe는 가족을 위한 약 복용 알리미입니다 . 가족 중 누군가가 약 복용하는 것을 깜빡 잊으면, Medisafe가 당신에게 푸시 알림을 보내 개입하도록 합니다. ""계정 찾기"" 허가는 푸시 알림 시스템이 올바로 작용하도록 하기 위해 필요한 것입니다. 이 앱은 텍스트 (SMS), 전화 또는 이메일 보내기 기능을 제공합니다. 그래서 전화나 텍스트 허가가 필요한 것입니다.med-friend (대개 가족)이 필요하실 경우, 저희는 당신의 연락처 목록에서 그의 연락처를 선택할 수 있도록 해드립니다. 그래서 연락처 목록 허가가 필요한 것입니다. 이 모든 것들이 무료라면, 저희가 어떻게 비즈니스를 하느냐구요?저희는 제약 회사, 약국, 병원 그리고 의료서비스 제공업체에 이 앱의 버전들을 유료로 판매했습니다. 문제에 맞닥뜨렸거나 설치할 수가 없다구요? support@medisafeproject.com으로 이메일을 보내 주십시오저희는 제공해 주시는 어떠한 제안이나 아이디어도 감사히 접수하겠습니다.Android Wear Smartwatches: LG G, Moto 360 (1st/2nd gen.), Moto 360 Sport, Samsung Gear Live, Huawei Watch, ASUS ZenWatch 2감사합니다Medisafe Team"
https://play.google.com/store/apps/details?id=com.trtf.blue,Email TypeApp - Mail App,TypeApp Inc.,  쉽게 이메일 - 가장 강력한 직관적 이메일 응용 프로그램을 모바일에!    ,"TypeApp is a beautifully designed email app providing a top-notch email experience while managing all your email accounts from one completely customizable mail app. With instant smart push notifications, packaged in an intuitive & easy to use design, TypeApp is the perfect replacement for your stock email client Unified Inbox ? All Your Mail Accounts in One Email AppSupporting IMAP, POP3 as well as all Exchange protocols including EWS & ActiveSync (EAS) for Outlook, Hotmail, Yahoo and Office365. TypeApp automatically configures them once you sign in. View & sync all your email accounts from one Unified Inbox, while enjoying lightning fast true push email.People-Centric ? Bringing People TogetherCommunicating with people is important and with TypeApp’s innovative people-centric features, it becomes even more simple. Focus on mail from people much faster with the People Switch, or be notified when specific VIP Notifications.Group Mail ? Quick & Easy MailingBringing the power of productivity of groups without the need for a corporate IT to manage it. You can create a Shared Group with all your contacts at your work and personal accounts, which every member can view, to receive and send emails.Simplifying Email with ClustersAutomatically combine relevant emails into a single expanding slot using TypeApp smart Clusters as well as set different notification sounds for specific services. With Clusters, you can control all emails from a specific sender and with multi-edit quickly moving, deleting, or marking clusters as spam is simple.FEATURE RICH EXPERIENCE● Instant, Smart Push Notifications - Quiet Hours, Custom Sounds, Vibrate, LED Light, Snooze Alerts and other preferences?per each of your accounts● Smart Conversations ? Makes mail app convenient and easy● Rich Text - Easily configure text styles and add your logo● Calendar Sync and Contacts ? Get your ActiveSync work account in sync● Android Wear - Intelligent email on your wrist● Configurable Menus ? Customize your menus with actions that really matter to you● Wireless Printing ? Integrated with any supported printer● Days to Sync ? Saves memory for offline use● Unread and Scrollable Widgets - Access your mails inbox at a glance● Beautiful Dark Mode & Themes● Account Color Coding - Know from which account a mail has been received Getting Stuff DoneReach Zero Inbox even faster. Quickly mark emails that you wish to be handled later & set yourself reminders. When you finish handling an email, you can simply mark it done and get it out of your way without having to delete the email. Use Type’s Smart Filters to easily filter emails by unread/starred. Visually Appealing ? Beautifully DesignedEasily recognize popular services by their icons and give your friends and contacts an avatar photo to help you process your incoming mail faster. Quickly see how many unread emails are in your inbox with the TypeApp icon (for supported devices) or with the 1x1 unread widget for any account of your accounts including the Unified Inbox. Set colors for your accounts to help them stand out or use TypeApp’s automatic Dark Theme which switches per the daylight hours in your area. Security ? Private & SecuredTypeApp takes your security and privacy seriously by utilizing industry leading encryption. You can rest easy knowing your data is always encrypted to protect all your email communications and keep your information secured. With passcode and lock screen, you can set a timed lock screen to protect your private emails, or use SMS verification to ensure your email app is safe.We ? getting your feedback! Please e mail us anytime: support@typeapp.com with any questions or suggestions you may have!For news, please follow us on Twitter & Facebook:http://www.typeapp.comhttp://www.twitter.com/typeapp (@TypeApp)https://www.facebook.com/typeapp"
https://play.google.com/store/apps/details?id=com.duosecurity.duomobile,Duo Mobile,"Duo Security, Inc.",  간단한 보안    ,"Duo Mobile works with Duo Security's two-factor authentication service to make logins more secure. The application generates passcodes for login and can receive push notifications for easy, one-tap authentication.Additionally, you can use Duo Mobile to manage two-factor authentication for other application and web services that make use of passcodes.Note: For Duo accounts, Duo Mobile needs to be activated and linked to your account before it will work. You will receive an activation link as part of Duo's enrollment process. You may add third-party accounts at any time.Additionally, we will request access to use your camera for the sole purpose of scanning QR codes when activating accounts. Accounts can be activated by other methods if you choose not to do so.License agreements for third-party Open Source libraries used in Duo Mobile can be found at https://www.duosecurity.com/legal/open-source-licenses.For the latest Terms and Conditions see https://duo.com/legal/terms"
https://play.google.com/store/apps/details?id=com.makeshop.powerapp.jyone01,자연원,메이크샵 파워앱,  쇼핑몰 회원들을 위한 앱 서비스!실시간 알림부터 앱 회원 전용 혜택까지~쇼핑몰 회원이라면 꼭 챙겨야 할 필수앱!    ,"주요 기능01 앱 회원들만을 위한 푸시알림!세일은 언제하지? 혹시나 놓친건 아닐까 불안하셨나요?이제 실시간으로 알려주는 똑똑한 푸시알림이 있으니 걱정마세요!앱 설치 회원님들만을 위한 다양한 이벤트 정보와 혜택을 실시간으로 알려드립니다.02 간편한 로그인, 풍성한 혜택!쇼핑할 때마다 매번 로그인해야 하는 번거로움, 회원인증기능을 통해 없앴습니다!비회원이라면? 아이디와 메일주소 입력만으로 끝인 간편회원 등록하고 혜택 챙겨가세요~03 나누면 기쁨 두 배, 친구초대!친구 초대하고 할인쿠폰, 적립금 등 다양한 혜택을 챙기세요.초대받은 친구 역시 추천인을 입력하면 혜택을 받을 수 있어 1석 2조! 좋은 건 나누세요~04 알아서 찾아주는 간편리뷰기능!구매한 상품이 있다면? 몇 번의 터치만으로 간단하게 리뷰 작성하고 혜택을 챙기세요~.구매했던 상품을 일일이 찾을 필요 없이 앱에 접속하면 자동으로 뜨는 간편리뷰 기능으로 편리함을 더했습니다.05 원터치, 간편배송조회실시간으로 변경되는 배송상태, 이제 간편하게 확인하세요.주문한 상품이 지금 어디쯤 이동하고 있는지, 단 한 번의 클릭만으로 조회하실 수 있습니다.06 모바일 멤버쉽 카드앱 설치 회원에게는 자동으로 멤버쉽 바코드가 발급되어 오프라인 매장 방문 시 바코드 스캔 한 번으로 회원정보 확인부터 적립, 다양한 혜택까지 한방에 처리되는 원스톱 쇼핑이 가능합니다.■ 앱 접근 권한에 대한 안내「정보통신망 이용촉진 및 정보보호 등에 관한 법률」제22조의2에 따라 아래와 같은 목적으로 ‘앱 접근 권한’에 대한 동의를 이용자에게 받고 있습니다.서비스에 반드시 필요한 항목만을 필수적으로 접근하고 있습니다.선택적 접근의 항목은 허용하지 않더라도 서비스의 이용이 가능하며 그 내용은 아래와 같습니다.[필수접근에 대한 내용]1. 안드로이드 6.0 이상● 전화 : 최초 실행시, 디바이스 식별을 위하여 이 기능에 접근합니다.● 저장 : 게시글 작성시 파일 업로드, 하단버튼 및 푸시 이미지 표현을 하고자 할 경우에 이 기능에 접근합니다.[선택접근에 대한 내용] - 매장 근처 푸시 기능이 있는 경우 아래 위치 권한을 포함하고 있습니다.● 위치 : 고객위치를 확인하여 상점의 유효한 정보를 전달하기 위해 접근합니다.[철회 방법]설정 > 앱 또는 어플리케이션 > 해당 앱 선택 > 권한 선택 > 접근권한 동의 또는 철회 선택※ 단 필수접근의 대한 내용을 철회 한 후 다시 앱을 실행을 할 경우 접근권한을 요청하는 화면이 다시 나오게 됩니다.2. 안드로이드 6.0 미만● 기기 ID 및 통화 정보 : 최초 실행시, 디바이스 식별을 위하여 이 기능에 접근합니다.● 사진/미디어/파일 : 게시글 작성시 파일 업로드, 하단버튼 및 푸시 이미지 표현을 하고자 할 경우에 이 기능에 접근합니다.● 기기 및 앱기록 : 앱 서비스 사용 최적화를 위하여 이 기능에 접근합니다.- 매장 근처 푸시 기능이 있는 경우 아래 위치 권한을 포함하고 있습니다.● 위치 : 고객위치를 확인하여 상점의 유효한 정보를 전달하기 위해 접근합니다.※ 버전에 따라 동일한 접근 내용임에도 불구하고, 그 표현을 다르게 하고 있음을 알려드립니다.※ 안드로이드 6.0 미만 버전의 경우, 항목에 대한 개별동의가 불가능하므로, 모든 항목에 대하여 필수 접근 동의를 받고 있습니다.그러므로 사용하고 있는 단말기의 운영체제를 안드로이드 6.0 이상으로 업그레이드 할 수 있는지 확인 하시고 업그레이드를 권장하여 드립니다.다만, 운영체제가 업그레이드되더라도 기존 앱에서 동의한 접근 권한이 바뀌지 않기 때문에 접근 권한을 다시 설정하기 위해서는 이미 설치한 앱을 삭제한 후에 재설치하셔야 합니다."
https://play.google.com/store/apps/details?id=com.rxipcamera.client,RXSmartCam,Yang DaJun,  비디오 감시 소프트웨어는 개인과 재산 안전을 보호하기 위해    ,RXSmartCam 是一????控?件，??于生活安全??用。功能有?控????，支持??截?和?制。支持?像的回放。除此之外，??件?支持?程回放?像，?可以???地???控。?支持android推送通知服?和PTZ控制等。?款?件?大地保障了我?的人身和??安全。
https://play.google.com/store/apps/details?id=com.evampsaanga.korek,MyKorek,Korek Telecom,  Korek 텔레콤 Selfcare    ,"Manage your mobile account and have full control over your subscriptions and easily view the latest offers and promotions. By introducing the new push notification service, you will not miss any new promotions and offers. MyKOREK app is available to download for free. Korek Telecom customers will have full access to the whole App."
https://play.google.com/store/apps/details?id=com.IBK.SmartPush.app,IBK ONE알림,IBK 기업은행,  화면오버레이가 감지됨 출력시 '설정 열기' 클릭 > 다른 앱위에 표시되는 앱 화면표시 > 체크되어 있는 모든앱 설정 해제 후 다시 실행해주세요    ,"『Above the Service』더 새롭고 편리해진 IBK ONE알림을 만나보세요!!입출금, 카드사용 내역 알림은 실시간으로 바로바로 확인!!관심 있는 상품정보, 금융소식과 잊기 쉬운 자동이체 미리알림도 ONE알림 받아보세요!! [원알림 이용 안내]* 로그인 없이도 내역 및 소식 확인“빠른 보기”를 활성화 시키시면 로그인 없이도 입출/카드 내역과 금융매니저 소식을 확인하실 수 있습니다.* 편리한 내역 확인 및 관리입출금과 카드내역을 왼쪽으로 밀어서 메모하기, 공유하기와 미리알림 등록 기능을 활용해 보세요. 중요한 내역에 메모하여 나중에 확인하고 잊기 쉬운 자동이체는 나만의 알림으로 알림 받으세요! 입출금 내역은 최근/과거순으로 정렬해 보실 수 있고 카드내역은 국내/해외 내역으로 구분해 보실 수 있어요!  * 보기 전환 기능핸드폰 화면이라 답답하시다구요? IBK원 알림에서는 크고 시원시원하게 확인 해 보실 수 있습니다. 화면 하단 퀵 메뉴의 큰글씨 보기를 활용해 보세요~ 사용하신 내역이 한눈에 들어옵니다!통장 보기모드를 선택하시면 종이 통장을 앞뒤로 넘기듯 한 재미까지~* 그래프로 보는 금융활동 내역이달에 나의 수입/지출은 어땠고 신용 카드는 주로 무슨 용도로 썼는지 궁금하세요?IBK원 알림 금융리포트에서 확인해보세요~ 월 별 그래프로 한눈에 쏙 들어옵니다! IBK 예/적금도 보유하고 계시다면 금융리포트에서 현재 상황과 만기일도 확인해 보세요~ * 유용한 금융매니저 소식놓칠 수 없는 금융정보들이 모두 모여있습니다! 예금, 적금, 펀드, 카드 와 대출 소식까지!원하시는 카테고리를 선택하시고 유용한 정보들 가득 받아보세요~ 잊기 쉬운 자동 이체 미리 알림과 주요국 환율 알림도 금융매니저 설정을 통해 원 알림 받으실 수 있어요!혼자 보기 아까운 정보가 있으시다면 내역을 꾹~ 누르셔서 친구들에게 공유도 해보세요!* 다양한 소리 설정재미없는 핸드폰 알림 소리 지겨우셨죠? 언제 들어도 즐거운 입금 알림은 흥겨운 소리로 바꿔보세요~ 출금 알림과 카드사용 알림도 각각 설정하여 소리로 구분 하실 수 있어요!* 알림메시지 미리보기민감한 입출금 내역과 카드사용 내역 누가 볼까 걱정 하셨죠? IBK원 알림과 함께라면 보안도 든든합니다. 미리 보기 끄기를 하시면 원 알림 로그인 전에는 내역을 확인 할 수 없어서 안심 하셔도 됩니다! [원 알림 이용 시 유의사항]* 알림서비스는 수신 위치, 통신사 및 서버 문제로 인하여 늦게 전송되거나 수신장애가 발생할 수 있습니다.* 알림서비스는 신규 가입 시, 기업은행에 등록 된 휴대폰번호와 동일한 1대의 스마트폰에서 이용 가능합니다. 휴대폰 번호가 상이하거나 미등록 된 경우에는 가까운 영업점을 방문하시거나 인터넷뱅킹>정보관리>기본정보관리>정보조회/변경 메뉴에서 연락처를 등록(변경)해 주시기 바랍니다.* 통장 및 카드 거래내역은 서비스 가입일 이후 등록된 통장 및 카드의 거래내역부터 조회가 가능합니다. 통장 및 카드는 서비스 가입 후 언제든지 추가 등록이나 삭제 가능하고 서비스 해지 시에는 모든 데이터가 삭제되니 주의해 주세요.* 설치가능 OS버전 : 안드로이드 2.3이상/IOS 6.0이상 스마트폰(Wifi 전용기기 및 태블릿은 이용이 제한됨)* 루팅, 탈옥 등 운영체제가 변조된 휴대폰에서는 서비스 이용이 불가 합니다.[앱 권한 정보 안내]① 필수적 접근권한 - 전화 : ONE알림 이용을 위해 기기정보를 수집합니다.② 선택적 접근권한 - SMS : 휴대폰 인증을 위해 SMS로 수신한 인증번호에 대한 읽기 권한이 필요합니다. - 저장소 : 저장소에 위치한 인증서 체크 및 인증서 로그인을 위해 읽기 권한이 필요합니다.* 선택적 접근권한의 철회는 [설정]-[애플리케이션관리]-[앱 선택]-[권한 선택]-[철회]로 가능합니다."
https://play.google.com/store/apps/details?id=com.makeshop.powerapp.stfshop,심통낚시,POWERMOBILE.kr,  쇼핑몰 회원들을 위한 앱 서비스!실시간 알림부터 앱 회원 전용 혜택까지~쇼핑몰 회원이라면 꼭 챙겨야 할 필수앱!    ,"주요 기능01 앱 회원들만을 위한 푸시알림!세일은 언제하지? 혹시나 놓친건 아닐까 불안하셨나요?이제 실시간으로 알려주는 똑똑한 푸시알림이 있으니 걱정마세요!앱 설치 회원님들만을 위한 다양한 이벤트 정보와 혜택을 실시간으로 알려드립니다.02 간편한 로그인, 풍성한 혜택!쇼핑할 때마다 매번 로그인해야 하는 번거로움, 회원인증기능을 통해 없앴습니다!비회원이라면? 아이디와 메일주소 입력만으로 끝인 간편회원 등록하고 혜택 챙겨가세요~03 나누면 기쁨 두 배, 친구초대!친구 초대하고 할인쿠폰, 적립금 등 다양한 혜택을 챙기세요.초대받은 친구 역시 추천인을 입력하면 혜택을 받을 수 있어 1석 2조! 좋은 건 나누세요~04 알아서 찾아주는 간편리뷰기능!구매한 상품이 있다면? 몇 번의 터치만으로 간단하게 리뷰 작성하고 혜택을 챙기세요~.구매했던 상품을 일일이 찾을 필요 없이 앱에 접속하면 자동으로 뜨는 간편리뷰 기능으로 편리함을 더했습니다.05 원터치, 간편배송조회실시간으로 변경되는 배송상태, 이제 간편하게 확인하세요.주문한 상품이 지금 어디쯤 이동하고 있는지, 단 한 번의 클릭만으로 조회하실 수 있습니다.06 모바일 멤버쉽 카드앱 설치 회원에게는 자동으로 멤버쉽 바코드가 발급되어 오프라인 매장 방문 시 바코드 스캔 한 번으로 회원정보 확인부터 적립, 다양한 혜택까지 한방에 처리되는 원스톱 쇼핑이 가능합니다.■ 앱 접근 권한에 대한 안내「정보통신망 이용촉진 및 정보보호 등에 관한 법률」제22조의2에 따라 아래와 같은 목적으로 ‘앱 접근 권한’에 대한 동의를 이용자에게 받고 있습니다.서비스에 반드시 필요한 항목만을 필수적으로 접근하고 있습니다.선택적 접근의 항목은 허용하지 않더라도 서비스의 이용이 가능하며 그 내용은 아래와 같습니다.[필수접근에 대한 내용]1. 안드로이드 6.0 이상● 전화 : 최초 실행시, 디바이스 식별을 위하여 이 기능에 접근합니다.● 저장 : 게시글 작성시 파일 업로드, 하단버튼 및 푸시 이미지 표현을 하고자 할 경우에 이 기능에 접근합니다.[선택접근에 대한 내용]- 매장 근처 푸시 기능이 있는 경우 아래 위치 권한을 포함하고 있습니다.● 위치 : 고객위치를 확인하여 상점의 유효한 정보를 전달하기 위해 접근합니다.[철회 방법]설정 > 앱 또는 어플리케이션 > 해당 앱 선택 > 권한 선택 > 접근권한 동의 또는 철회 선택※ 단 필수접근의 대한 내용을 철회 한 후 다시 앱을 실행을 할 경우 접근권한을 요청하는 화면이 다시 나오게 됩니다.2. 안드로이드 6.0 미만● 기기 ID 및 통화 정보 : 최초 실행시, 디바이스 식별을 위하여 이 기능에 접근합니다.● 사진/미디어/파일 : 게시글 작성시 파일 업로드, 하단버튼 및 푸시 이미지 표현을 하고자 할 경우에 이 기능에 접근합니다.● 기기 및 앱기록 : 앱 서비스 사용 최적화를 위하여 이 기능에 접근합니다.- 매장 근처 푸시 기능이 있는 경우 아래 위치 권한을 포함하고 있습니다.● 위치 : 고객위치를 확인하여 상점의 유효한 정보를 전달하기 위해 접근합니다.※ 버전에 따라 동일한 접근 내용임에도 불구하고, 그 표현을 다르게 하고 있음을 알려드립니다.※ 안드로이드 6.0 미만 버전의 경우, 항목에 대한 개별동의가 불가능하므로, 모든 항목에 대하여 필수 접근 동의를 받고 있습니다.그러므로 사용하고 있는 단말기의 운영체제를 안드로이드 6.0 이상으로 업그레이드 할 수 있는지 확인 하시고 업그레이드를 권장하여 드립니다.다만, 운영체제가 업그레이드되더라도 기존 앱에서 동의한 접근 권한이 바뀌지 않기 때문에 접근 권한을 다시 설정하기 위해서는 이미 설치한 앱을 삭제한 후에 재설치하셔야 합니다."
https://play.google.com/store/apps/details?id=com.feelingk.dyfn.pushagent,유안타증권 PUSH 알리미,"Yuanta Securities Korea Co., Ltd.",  유안타증권 PUSH 알리미 어플리케이션입니다.    ,"[제공 서비스]1. 알리미 : 체결, 입출금 등2. tRadar 알리미 : 시황, 종목 등고객 여러분의 많은 이용과 관심을 바랍니다. 감사합니다."
https://play.google.com/store/apps/details?id=com.makeshop.powerapp.women,"공구우먼-빅사이즈 여성의류 쇼핑몰,여성빅사이즈",PowerMobile.kr,"  대한민국 빅사이즈 NO.1여성의류 전문 쇼핑몰 - 공구우먼이젠 공구우먼을 언제, 어디서나 볼수 있어요.앱으로 공구우먼을 만나보세요!    ","01. 앱 회원들만을 위한 푸시알림!세일은 언제하지? 혹시 놓친건 아닐까 불안하셧나요?이제 실시간으로 알려주는 똑똑한 푸시알림이 있으니 걱정마세요!앱 설치 회원님들만을 위한 다양한 이벤트 정보와 혜택을실시간으로 알려드립니다.02. 알아서 찾아주는 간편리뷰기능!구매한 상품이 있다면 몇번의 터치만으로 간단하게 리뷰 작성하고 혜택을 챙기세요!구매했던 상품을 일일이 찾을 필요 없어 앱에 접속하면 자동으로뜨는 간편리뷰 기능으로 편리함을 더했습니다.03. 원터치,  간편배송조회실시간으로 변경되는 배송상태, 이젠 간편하게 확인하세요.주문한 상품이 지금 어디쯤 이동하고 있는지, 단 한 번의 클릭만으로조회하실 수 있습니다.*패션, 의류, 빅사이즈, 여성의류, 악세사리, 언더웨어www.09women.com주요 기능01 앱 회원들만을 위한 푸시알림!세일은 언제하지? 혹시나 놓친건 아닐까 불안하셨나요?이제 실시간으로 알려주는 똑똑한 푸시알림이 있으니 걱정마세요!앱 설치 회원님들만을 위한 다양한 이벤트 정보와 혜택을 실시간으로 알려드립니다.02 간편한 로그인, 풍성한 혜택!쇼핑할 때마다 매번 로그인해야 하는 번거로움, 회원인증기능을 통해 없앴습니다!비회원이라면? 아이디와 메일주소 입력만으로 끝인 간편회원 등록하고 혜택 챙겨가세요~03 나누면 기쁨 두 배, 친구초대!친구 초대하고 할인쿠폰, 적립금 등 다양한 혜택을 챙기세요.초대받은 친구 역시 추천인을 입력하면 혜택을 받을 수 있어 1석 2조! 좋은 건 나누세요~04 알아서 찾아주는 간편리뷰기능!구매한 상품이 있다면? 몇 번의 터치만으로 간단하게 리뷰 작성하고 혜택을 챙기세요~.구매했던 상품을 일일이 찾을 필요 없이 앱에 접속하면 자동으로 뜨는 간편리뷰 기능으로 편리함을 더했습니다.05 원터치, 간편배송조회실시간으로 변경되는 배송상태, 이제 간편하게 확인하세요.주문한 상품이 지금 어디쯤 이동하고 있는지, 단 한 번의 클릭만으로 조회하실 수 있습니다.06 모바일 멤버쉽 카드앱 설치 회원에게는 자동으로 멤버쉽 바코드가 발급되어 오프라인 매장 방문 시 바코드 스캔 한 번으로 회원정보 확인부터 적립, 다양한 혜택까지 한방에 처리되는 원스톱 쇼핑이 가능합니다.■ 앱 접근 권한에 대한 안내「정보통신망 이용촉진 및 정보보호 등에 관한 법률」제22조의2에 따라 아래와 같은 목적으로 ‘앱 접근 권한’에 대한 동의를 이용자에게 받고 있습니다.서비스에 반드시 필요한 항목만을 필수적으로 접근하고 있습니다.선택적 접근의 항목은 허용하지 않더라도 서비스의 이용이 가능하며 그 내용은 아래와 같습니다.[필수접근에 대한 내용]1. 안드로이드 6.0 이상● 전화 : 최초 실행시, 디바이스 식별을 위하여 이 기능에 접근합니다.● 저장 : 게시글 작성시 파일 업로드, 하단버튼 및 푸시 이미지 표현을 하고자 할 경우에 이 기능에 접근합니다.[선택접근에 대한 내용] - 매장 근처 푸시 기능이 있는 경우 아래 위치 권한을 포함하고 있습니다.● 위치 : 고객위치를 확인하여 상점의 유효한 정보를 전달하기 위해 접근합니다.[철회 방법]설정 > 앱 또는 어플리케이션 > 해당 앱 선택 > 권한 선택 > 접근권한 동의 또는 철회 선택※ 단 필수접근의 대한 내용을 철회 한 후 다시 앱을 실행을 할 경우 접근권한을 요청하는 화면이 다시 나오게 됩니다.2. 안드로이드 6.0 미만● 기기 ID 및 통화 정보 : 최초 실행시, 디바이스 식별을 위하여 이 기능에 접근합니다.● 사진/미디어/파일 : 게시글 작성시 파일 업로드, 하단버튼 및 푸시 이미지 표현을 하고자 할 경우에 이 기능에 접근합니다.● 기기 및 앱기록 : 앱 서비스 사용 최적화를 위하여 이 기능에 접근합니다.- 매장 근처 푸시 기능이 있는 경우 아래 위치 권한을 포함하고 있습니다.● 위치 : 고객위치를 확인하여 상점의 유효한 정보를 전달하기 위해 접근합니다.※ 버전에 따라 동일한 접근 내용임에도 불구하고, 그 표현을 다르게 하고 있음을 알려드립니다.※ 안드로이드 6.0 미만 버전의 경우, 항목에 대한 개별동의가 불가능하므로, 모든 항목에 대하여 필수 접근 동의를 받고 있습니다.그러므로 사용하고 있는 단말기의 운영체제를 안드로이드 6.0 이상으로 업그레이드 할 수 있는지 확인 하시고 업그레이드를 권장하여 드립니다.다만, 운영체제가 업그레이드되더라도 기존 앱에서 동의한 접근 권한이 바뀌지 않기 때문에 접근 권한을 다시 설정하기 위해서는 이미 설치한 앱을 삭제한 후에 재설치하셔야 합니다."
https://play.google.com/store/apps/details?id=com.kbcard.kbkookmincard,KB국민카드,KB국민카드,"  KB국민카드가 시작하는 참 쉬운 디지털 생활Digital, Easy!    ","*KB국민카드 App만의 특징*- 빅데이터를 활용한 맞춤카드 추천기능!- 통합검색을 통한 빠른 메뉴 이동!- 개인화 이벤트 제공- 손쉽고 보다 안전한 간편 로그인 기능 제공 [주요 서비스]1) MYKB- 회원 개인화 영역 및 결제예정금액, 이용한도, 최근 이용내역 등 주요 카드이용정보 제공2) 혜택- 보유 포인트리, 마일리지 정보 및 보유카드 실적 기반의 혜택정보 제공3) 금융- 장기카드대출 및 단기카드대출 가능금액, 이자율, 할인율 정보와 신청 기능 제공4) 간편로그인- 잠금번호, 지문, 앱카드, 굿터치 로그인 기능 제공5) 카드 안내- 빅데이터를 활용한 맞춤 카드 추천 6) VIP 서비스- VIP 회원 구분에 따른 맞춤형 전용화면 제공 및 쿠폰 페이지 제공7) 통합검색- 메뉴는 물론 기능 단위의 서비스에 대한 화면 검색 가능[앱 접근 권한 안내]앱 이용을 위해 다음의 접근권한 허용이 필요합니다. (필수) 전화전화번호 터치 시 자동연결 및 단말 정보 확인(필수) 저장공간공인인증서 저장 및 읽기(필수) SMS휴대전화 본인인증, 이벤트 공유 시(선택) 카메라신분증 또는 증빙서류 촬영(선택) 위치정보위치기반 혜택정보 제공* 선택적 접근권한은 동의하지 않아도 해당 기능 외 앱 이용이 가능합니다.* 안드로이드 OS 6.0 이상부터 필수적 접근권한과 선택적 접근권한을 구분하여 동의할 수 있으므로, 6.0 이상으로 업그레이드하시기 바랍니다. 업그레이드 이후 접근권한 재설정을 위해서는 앱을 삭제 후 재설치하셔야 합니다. [기타 이용 안내]KB국민카드를 소지하고 계신 고객이라면 모바일에서 간편하게 회원가입 후 서비스 이용이 가능합니다. 홈페이지를 통해 이미 KB국민카드 웹회원으로 가입하신 고객께서는 홈페이지의 아이디/패스워드로 동일하게 서비스 이용이 가능합니다.고객님의 안전한 금융거래를 위하여 운영체제와 백신프로그램의 최신 버전 업데이트를 권장합니다. 또한 출처가 불분명하거나 보안설정이 없는 무선랜(Wi-Fi) 사용은 지양하시고, 이동통신망(3G/LTE)을 이용하시기 바랍니다.  3G/LTE망을 이용하여 어플리케이션 다운로드/이용 시 데이터 이용료가 발생할 수 있습니다.향후에도 고객 지향적인 모바일 서비스를 통해 보다 다양하고 편리한 서비스를 제공할 수 있도록 노력하겠습니다."
